iso3,year,step,item,value_lcu_mn,item_type,item_source_id,basis,run_id,source_id,snapshot_sha256,quality_grade,notes
GBR,1997,C_s13_gf01_7,official_total,30131.0,official,package_GF01_7,accrued,20260910T102726Z,ggfiscal.debt.chains,,A,
GBR,1997,C_s13_gf01_7,residual,796.0,residual,,accrued,20260910T102726Z,ggfiscal.debt.chains,,B,
GBR,1998,register,sum_fixed_bullet,17177.638688334988,computed,ggfiscal.debt.register,accrued,20260910T102726Z,ggfiscal.debt.chains,,A,computed from the per-security register (debt_interest_by_security / debt_flows)
GBR,1998,register,sum_inflation_linked,2232.154014370211,computed,ggfiscal.debt.register,accrued,20260910T102726Z,ggfiscal.debt.chains,,A,computed from the per-security register (debt_interest_by_security / debt_flows)
GBR,1998,register,official_total,19409.7927027052,computed,,accrued,20260910T102726Z,ggfiscal.debt.chains,,B,
GBR,1998,A_cg_cash,carried_from_previous_step,19409.7927027052,computed,,,20260910T102726Z,ggfiscal.debt.chains,,B,
GBR,1998,A_cg_cash,official_total,,official,HMT_NLF,accrued_nlf_finance_costs,20260910T102726Z,ggfiscal.debt.chains,,A,
GBR,1998,A_cg_cash,residual,,residual,,,20260910T102726Z,ggfiscal.debt.chains,,B,
GBR,1998,B_s1311_d41,carried_from_previous_step,19409.7927027052,computed,,,20260910T102726Z,ggfiscal.debt.chains,,B,
GBR,1998,B_s1311_d41,official_total,30109.0,official,ONS_PSF_TIMESERIES,accrued,20260910T102726Z,ggfiscal.debt.chains,,A,
GBR,1998,B_s1311_d41,residual,10699.2072972948,residual,,accrued,20260910T102726Z,ggfiscal.debt.chains,,B,
GBR,1998,C_s13_gf01_7,carried_from_previous_step,30109.0,computed,,,20260910T102726Z,ggfiscal.debt.chains,,B,
GBR,1998,C_s13_gf01_7,local_government_d41,413.0,official,ONS_PSF_APPENDIX_A,"accrued; Appendix A PSA6J_1 NUGW 'Interest', calendar-year block; sign +1 (S.13 = S.1311 + S.1313; UK has no state government or social security funds subsector)",20260910T102726Z,ggfiscal.debt.chains,,A,
