scenario,label,year,gdp_bn,primary_balance_pct,spread_bp,oat_10y_pct,avg_new_yield_pct,mlt_avg_maturity_at_issue,redemptions_bn,net_issuance_bn,mlt_gross_issuance_bn,btf_stock,register_interest_bn,gg_interest_bn,gg_interest_pct_gdp,deficit_bn,deficit_pct_gdp,debt_bn,debt_pct_gdp,negotiable_stock_bn,avg_coupon_fixed_pct,coupon_fixed_bn,coupon_linker_bn,uplift_bn,bill_interest_bn,new_issue_interest_bn
lepen_majority,"Le Pen, majority",2034,3874.9635877941387,-2.0,160.76382552162747,5.007638255216275,4.684059063996512,8.764358511400584,345.27762244331973,237.16588123681868,582.4435036801384,270.0,180.5934250398929,193.76830123839298,5.000519278393981,263.5176458186874,6.800519278393979,5366.963311814755,138.50358049093185,4608.180224967341,4.216135370044752,155.60238776263242,0.8621357311670224,3.0868091893366683,7.401093493362592,13.64099886339419
lepen_majority,"Le Pen, majority",2035,3991.212495427963,-2.0,166.91222281289978,5.069122228128998,4.737349501443218,8.764358511400584,412.169135602967,253.15159047447847,665.3207260774454,270.0,195.8675975694843,209.4377200539394,5.247471045299034,281.27954497164274,7.047471045299035,5648.242856786397,141.51696666756294,4864.225392597653,4.316277591701873,168.91062087468868,0.8202494435385508,2.951448698950695,7.425994502392245,15.759284049914127
lepen_hung,"Le Pen, hung Assembly",2026,3055.8,-2.7,85.0,4.25,4.0651543602263995,9.561971885562787,60.738,43.536915887699195,108.15995689510788,215.0,67.27028,77.66,2.5413966882649386,156.25343460187025,5.113339701612351,3600.09303460187,117.81180164283886,2981.5013075509078,2.2463318735329127,51.1910266118963,2.9419884175072,6.301098299816001,5.6822183625000005,2.198434601870236
lepen_hung,"Le Pen, hung Assembly",2027,3150.7,-2.5,100.0,4.4,4.197798224152086,9.561971885562787,212.6059326448,143.4563948865111,346.0623275313111,225.0,76.21751431834568,86.92989431834567,2.7590660589185156,159.39599431834566,5.059066058918515,3759.489028920216,119.32234198496258,3131.2588007372356,2.541241708924904,54.233420130705255,2.7426194170118423,6.147975650844211,5.83,7.263499119784376
lepen_hung,"Le Pen, hung Assembly",2028,3245.221,-2.7,120.00547195567957,4.600054719556796,4.374705097475974,9.561971885562787,251.060618719032,162.53463677042143,398.5952554894534,240.0,88.42976445602383,99.46351585602383,3.0649227234762697,180.5940408560238,5.564922723476269,3940.0830697762394,121.41185668945936,3299.5837591205736,2.9219740831082,65.5079556190389,2.4412610780766615,5.530845195365586,6.231019083445433,8.71868348009725
lepen_hung,"Le Pen, hung Assembly",2029,3342.57763,-2.5,121.91066674929434,4.619106667492943,4.391552590739717,9.561971885562787,301.48762122493036,170.94325179218154,472.4308730171119,240.0,101.69289700375724,113.05766094575723,3.3823495954455134,189.93694643575728,5.6823495954455145,4130.020016211996,123.55793861433807,3475.9842712356085,3.2185262827810033,77.78960147494737,2.2122405123238256,4.878651494469957,6.43887840029746,10.37352512171862
lepen_hung,"Le Pen, hung Assembly",2030,3442.8549589000004,-2.3,119.56773269103348,4.595677326910335,4.37083420231233,9.561971885562787,254.45853018207637,179.83755234479085,434.29608252686717,240.0,115.81384160816314,127.51954846842315,3.7038896494543563,199.81950260532315,5.803889649454356,4329.83951881732,125.7630533526952,3660.4097448560615,3.4543338321769075,93.57583211782075,1.852770412275759,4.463614383185467,6.43044383768772,9.491180857193447
lepen_hung,"Le Pen, hung Assembly",2031,3546.1406076670005,-1.9,123.00259507368743,4.630025950736874,4.401208430211543,9.561971885562787,292.3479881473108,182.23715134640491,474.5851394937157,240.0,130.14445532182089,142.2013333878887,4.010030879216679,202.4857237182277,5.710030879216678,4532.325242535548,127.81008267794988,3846.8336768969775,3.694381665685987,107.37326500784185,1.7825737120303489,4.102066675719068,6.442809342265275,10.443740583964315
lepen_hung,"Le Pen, hung Assembly",2032,3652.5248258970105,-1.6,126.60841147745153,4.666084114774515,4.43309439157167,9.561971885562787,331.76950789197497,188.15381793122444,519.9233258231994,240.0,145.50586573075248,157.9244501388023,4.323706413138978,209.05979770136048,5.723706413138978,4741.385040236908,129.81116532376993,4038.8737354120467,3.8583866198853785,122.64757193687396,1.3931210810048773,3.485036532784236,6.4557902813188255,11.524345898770578
lepen_hung,"Le Pen, hung Assembly",2033,3762.100570673921,-1.5,130.39696567646854,4.703969656764685,4.466596289414969,9.561971885562787,292.9681008674869,197.20876019708675,490.1768610645737,240.0,157.4223953043774,170.21353724466874,4.524428149834859,219.12084466342972,5.8244281498348585,4960.505884900338,131.854685745728,4239.194399141427,3.951634009237091,135.94212534688154,0.8895885341815731,3.174141602938506,6.469429076435286,10.94711074394051
lepen_hung,"Le Pen, hung Assembly",2034,3874.9635877941387,-1.5,134.3654236120695,4.743654236120695,4.501689062375281,9.561971885562787,319.991033400972,210.01387125386407,530.004904654836,240.0,169.79934299780285,182.97421919630293,4.72195970492881,233.34874583762672,6.02195970492881,5193.854630737965,134.03621771048998,4452.382411998229,4.078242351133642,147.43709614084608,0.8621357311670224,3.0868091893366683,6.48371552500345,11.929586411449645
lepen_hung,"Le Pen, hung Assembly",2035,3991.212495427963,-1.5,138.51013447157416,4.785101344715741,4.538340426592578,9.561971885562787,380.4213969454627,223.41208045580518,603.8334774012678,240.0,182.77976002587604,196.34988251033113,4.919554715146211,248.23564495089465,6.219554715146211,5442.090275688859,136.3518049195054,4678.688069609867,4.1602656898292745,158.8074159921884,0.8202494435385508,2.951448698950695,6.498636484097667,13.70200940710075
lepen_rupture,"Le Pen, majority, rupture (stress)",2026,3055.8,-2.7,85.0,4.25,3.9661701930809174,7.635964078778555,60.738,43.521729603513485,108.11090385326911,215.0,67.27028,77.66,2.5413966882649386,156.19893122204937,5.111556097324738,3600.038531222049,117.81001803855123,2981.452254509069,2.2419301038243273,51.1910266118963,2.9419884175072,6.301098299816001,5.6822183625000005,2.143931222049364
lepen_rupture,"Le Pen, majority, rupture (stress)",2027,3150.7,-2.5,130.0,4.7,4.342899999253742,7.635964078778555,212.6059326448,143.56422708400348,331.17015972880347,240.0,76.33732787111498,87.04970787111498,2.7628688187106034,159.51580787111496,5.062868818710603,3759.5543390931643,119.32441486314674,3131.317579892889,2.546087443741181,54.12441337106351,2.7426194170118423,6.147975650844211,6.131125,7.191194432195411
lepen_rupture,"Le Pen, majority, rupture (stress)",2028,3245.221,-3.6,250.01169059023206,5.900116905902321,5.347610686687769,7.635964078778555,251.060618719032,191.32608106402893,382.386699783061,300.0,91.21326911558772,102.24702051558772,3.1506951457416217,212.5845345155877,6.550695145741621,3972.138873608752,122.39964161481613,3328.4339825698344,3.055077435172175,65.2543394842192,2.4412610780766615,5.530845195365586,7.76254734689044,10.224276011035824
lepen_rupture,"Le Pen, majority, rupture (stress)",2029,3342.57763,-3.7,224.87402152536467,5.648740215253646,5.137163815700123,7.635964078778555,303.7086323852396,213.77565254166552,497.48428492690505,320.0,109.17352183207275,120.53828577407275,3.6061476835191035,237.5285028240728,7.106147683519104,4209.667376432824,125.94075119304931,3547.666895434354,3.4772689545332796,80.50867428815629,2.2122405123238256,4.878651494469957,8.795664200092945,12.778291337029733
lepen_rupture,"Le Pen, majority, rupture (stress)",2030,3442.8549589000004,-3.3,211.71617042716719,5.517161704271672,5.027009266947348,7.635964078778555,266.76666039860993,222.19367273175425,488.9603331303641,320.0,128.44764800467806,140.15335486493805,4.07084691449556,246.88185859083805,7.17084691449556,4456.549235023663,129.44342088832985,3774.44848944177,3.806559370068633,100.82498496208642,1.852770412275759,4.463614383185467,9.016237618050402,12.290040629080016
lepen_rupture,"Le Pen, majority, rupture (stress)",2031,3546.1406076670005,-2.9,219.0436976805914,5.590436976805914,5.088353665211985,7.635964078778555,315.9040648539071,230.40273448299453,546.3067993369016,320.0,148.20036384136154,160.25724190742935,4.519201566935675,256.00303831443836,7.219201566935674,4712.552273338101,132.8924257303627,4009.038004619276,4.130803823503947,119.36530268106452,1.7825737120303489,4.102066675719068,9.051409748866838,13.899011023680757
lepen_rupture,"Le Pen, majority, rupture (stress)",2032,3652.5248258970105,-2.6,226.85544063469,5.6685544063468996,5.153751807633529,7.635964078778555,366.8772438643638,242.57667338690575,609.4539172512694,320.0,169.45045686698387,181.8690412750337,4.9792691342041495,269.52963709656194,7.379269134204149,4982.081910434663,136.40104168795435,4255.500918590026,4.362701987194599,139.77852199963291,1.3931210810048773,3.485036532784236,9.088906115046512,15.704871138515326
lepen_rupture,"Le Pen, majority, rupture (stress)",2033,3762.100570673921,-2.5,235.1665947690218,5.751665947690218,5.223330907324625,7.635964078778555,349.34176751053076,258.286491678966,607.6282591894968,320.0,187.66553568861514,200.45667762890648,5.3283178868606855,286.9849907544067,7.628317886860686,5269.0669011890695,140.05651370040857,4516.899313801285,4.521708764287758,158.60378856466195,0.8895885341815731,3.174141602938506,9.128799654891305,15.869217331941783
lepen_rupture,"Le Pen, majority, rupture (stress)",2034,3874.9635877941387,-2.5,243.9709074761112,5.839709074761112,5.297038618871885,7.635964078778555,384.99787236409094,278.1416066360817,663.1394790001727,320.0,206.74719087788105,219.92206707638113,5.675461513215765,309.0462295956463,7.975461513215764,5578.113130784715,143.95265928060275,4798.2150620403045,4.697746054017288,176.06380845167953,0.8621357311670224,3.0868091893366683,9.171060355885333,17.56337714981248
lepen_rupture,"Le Pen, majority, rupture (stress)",2035,3991.212495427963,-2.5,253.25945918191246,5.932594591819125,5.374800269621946,7.635964078778555,466.8426704831985,299.43842636284137,766.2810968460399,320.0,227.3413527460811,240.91147523053618,6.0360473291388645,332.7093626253793,8.336047329138864,5910.8224934100945,148.09591070836478,5100.54706555898,4.846200983023805,193.7609699698472,0.8202494435385508,2.951448698950695,9.21564540407318,20.59303922967148
