iso3,series_variant,weo_vintage,source_vintage_set_hash,base_year,horizon_year,side,residual_kind,contribution_pp
FRA,strict,2025-04,9b805ef685ff,2023,2027,revenue,resid_coverage,0.37666183333196424
FRA,strict,2025-04,9b805ef685ff,2023,2027,revenue,resid_disagreement,-0.8742329958106421
FRA,strict,2025-04,9b805ef685ff,2023,2027,expenditure,resid_coverage,-1.112520843525929
FRA,strict,2025-04,9b805ef685ff,2023,2027,expenditure,resid_disagreement,0.5856618410597036
FRA,strict,2025-04,9b805ef685ff,2023,2028,revenue,resid_total,-0.03533554532310079
FRA,strict,2025-04,9b805ef685ff,2023,2028,expenditure,resid_total,-0.6029480974884954
FRA,strict,2025-04,9b805ef685ff,2023,2029,revenue,resid_total,-0.07424987800237481
FRA,strict,2025-04,9b805ef685ff,2023,2029,expenditure,resid_total,-0.4769544765255748
FRA,strict,2025-04,9b805ef685ff,2023,2030,revenue,resid_total,-0.07067500579368557
FRA,strict,2025-04,9b805ef685ff,2023,2030,expenditure,resid_total,-0.6097260674281714
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2024,revenue,resid_coverage,0.13660101649014217
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2024,revenue,resid_disagreement,-0.06200160167845192
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2024,expenditure,resid_coverage,-0.15320205653209293
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2024,expenditure,resid_disagreement,0.13979376383312925
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2025,revenue,resid_coverage,0.07734114584142138
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2025,revenue,resid_disagreement,-0.4857513206699693
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2025,expenditure,resid_coverage,0.7590820619536864
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2025,expenditure,resid_disagreement,0.21624709924091823
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2026,revenue,resid_coverage,0.5306891819485704
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2026,revenue,resid_disagreement,-1.1105121195541856
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2026,expenditure,resid_coverage,1.6301675640474715
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2026,expenditure,resid_disagreement,0.37391670970200463
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2027,revenue,resid_coverage,0.39353003177252555
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2027,revenue,resid_disagreement,-0.8742329958106421
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2027,expenditure,resid_coverage,1.9616750084780867
