iso3,series_variant,weo_vintage,source_vintage_set_hash,base_year,horizon_year,side,residual_kind,contribution_pp
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2025,expenditure,resid_coverage,0.0015572840417366063
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2025,expenditure,resid_disagreement,0.7561992908276416
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2026,revenue,resid_coverage,-0.3866607612476083
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2026,revenue,resid_disagreement,-1.237754925569512
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2026,expenditure,resid_coverage,-0.7838020345196905
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2026,expenditure,resid_disagreement,1.5451991237259208
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2027,revenue,resid_coverage,-0.5393348402350213
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2027,revenue,resid_disagreement,-1.1234822312300718
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2027,expenditure,resid_coverage,-0.8111400757455072
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2027,expenditure,resid_disagreement,1.394719294939056
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2028,revenue,resid_total,0.45985001825934185
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2028,expenditure,resid_total,-0.751291026284908
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2029,revenue,resid_total,0.4244413064559524
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2029,expenditure,resid_total,-0.943150516039521
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2030,revenue,resid_total,0.37073177712539107
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2030,expenditure,resid_total,-1.056059008551713
