iso3,security_id,as_of,nominal_lcu_mn,nominal_uplifted_lcu_mn,nominal_issue_ccy_mn,official_holdings_lcu_mn,market_hands_lcu_mn,position_type,fx_rate,fx_source_id,run_id,source_id,snapshot_sha256,quality_grade,notes
DEU,DE0001030070,2018-12-31,920.7322599400001,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030104,2005-12-31,3968.25396825397,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030104,2006-12-31,3968.25396825397,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030104,2007-12-31,3968.25396825397,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030104,2008-12-31,3968.25396825397,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030104,2009-12-31,3968.25396825397,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030120,2009-12-31,2735.9781121751,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030120,2010-12-31,2735.9781121751,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030120,2011-12-31,2735.9781121751,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030203,2020-12-31,15000.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030211,2020-12-31,13500.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030229,2020-12-31,13500.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030237,2020-12-31,9500.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030245,2020-12-31,9500.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030252,2020-12-31,5500.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030260,2020-12-31,4500.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030278,2020-12-31,2000.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030294,2020-12-31,13500.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030302,2020-12-31,13500.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030310,2020-12-31,13500.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030336,2021-12-31,20500.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030344,2021-12-31,22500.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030351,2021-12-31,20000.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030369,2021-12-31,17000.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030377,2021-12-31,16000.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030385,2021-12-31,13500.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030393,2021-12-31,9500.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030401,2021-12-31,8500.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030419,2021-12-31,10000.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030427,2021-12-31,7000.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030435,2021-12-31,7000.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030443,2021-12-31,3000.0,,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); no per-ISIN Eigenbestand is published
DEU,DE0001030500,2006-12-31,9000.0,9145.08,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030500,2007-12-31,11000.0,11460.130000000001,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030500,2008-12-31,13000.0,13975.0,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030500,2009-12-31,13000.0,13937.949999999999,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030500,2010-12-31,15000.0,16375.95,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030500,2011-12-31,15000.0,16865.25,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030500,2012-12-31,15000.0,17277.75,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030500,2013-12-31,15000.0,17391.15,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030500,2014-12-31,15000.0,17448.75,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030500,2015-12-31,15000.0,17455.05,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030518,2007-12-31,4000.0,4100.4,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030518,2008-12-31,9000.0,9519.66,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030518,2009-12-31,9000.0,9494.369999999999,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030518,2010-12-31,11000.0,11816.310000000001,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030518,2011-12-31,11000.0,12169.300000000001,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030518,2012-12-31,11000.0,12466.96,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030526,2009-12-31,5000.0,5053.1,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030526,2010-12-31,12000.0,12348.96,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030526,2011-12-31,15000.0,15897.45,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030526,2012-12-31,15000.0,16286.25,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030526,2013-12-31,15000.0,16393.05,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030526,2014-12-31,15000.0,16447.35,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030526,2015-12-31,16000.0,17550.239999999998,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030526,2016-12-31,16000.0,17633.120000000003,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030526,2017-12-31,16000.0,17868.480000000003,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030526,2018-12-31,16000.0,18245.44,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030526,2019-12-31,16000.0,18396.48,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030534,2011-12-31,5000.0,5140.65,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030534,2012-12-31,7000.0,7372.96,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030534,2013-12-31,11000.0,11662.09,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030534,2014-12-31,15000.0,15955.500000000002,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030534,2015-12-31,15000.0,15961.199999999999,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030534,2016-12-31,15000.0,16036.65,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030534,2017-12-31,15000.0,16250.7,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030542,2012-12-31,7000.0,7183.4,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030542,2013-12-31,13000.0,13428.089999999998,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030542,2014-12-31,16000.0,16581.76,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030542,2015-12-31,16000.0,16587.68,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030542,2016-12-31,16000.0,16665.92,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030542,2017-12-31,16000.0,16888.48,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030542,2018-12-31,16000.0,17244.800000000003,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030542,2019-12-31,16500.0,17930.879999999997,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030542,2020-12-31,16500.0,17857.29,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030542,2021-12-31,16500.0,18579.66,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
DEU,DE0001030542,2022-12-31,16500.0,20587.05,,,,office_annual,,,20260910T001818Z,DEU_FINANZAGENTUR,9ec2c0aa4d071916d150f583cb7bb4d047d6d6ca867a677dbe0050ad7dc937a9,A,Umlauf incl. the Bund's own book (Eigenbestand); uplifted at the office index ratio; no per-ISIN Eigenbestand is published
