series_id,iso3,classification,line_code,line_level,line_label,year,native_period,source_period_basis,value_lcu_mn,currency,gdp_lcu_mn,gdp_source_id,pct_gdp,total_lcu_mn,total_source_id,pct_total,series_variant,observation_type,anchor_source,anchor_year,anchor_value,growth_source_id,growth_rate,residual_method,interpolation_method,period_conversion_method,coverage_share,coverage_share_year,quality_grade,crosswalk_version,source_id,source_release_date,source_vintage,source_status,scenario_label,concept_flag,imf_value,imf_diff_pct,oecd_rs_value,oecd_rs_diff_pct,is_interpolated,is_period_converted,is_forecast,run_id,notes
DEU_E02_maximum_extension,DEU,ESA_EXP,E02,1,Intermediate consumption,1999,1999,CY,90910.0,EUR,2077240.0,EUROSTAT_NAMA10_GDP,4.37648,1007187.0,EUROSTAT_GOV10A_MAIN,9.026129,maximum_extension,anchor_actual,EUROSTAT_GOV10A_MAIN,1999.0,90910.0,,,,,,,,A,,EUROSTAT_GOV10A_MAIN,2026-07-21,2026-09-03,current,,,82331.24701024001,-9.4365,,,False,False,False,20260920T072538Z,
DEU_E02_maximum_extension,DEU,ESA_EXP,E02,1,Intermediate consumption,2000,2000,CY,90498.0,EUR,2129660.0,EUROSTAT_NAMA10_GDP,4.249411,1023445.0,EUROSTAT_GOV10A_MAIN,8.842488,maximum_extension,anchor_actual,EUROSTAT_GOV10A_MAIN,2000.0,90498.0,,,,,,,,A,,EUROSTAT_GOV10A_MAIN,2026-07-21,2026-09-03,current,,,84388.12051335,-6.7514,,,False,False,False,20260920T072538Z,
DEU_E02_maximum_extension,DEU,ESA_EXP,E02,1,Intermediate consumption,2001,2001,CY,94606.0,EUR,2195530.0,EUROSTAT_NAMA10_GDP,4.309028,1046229.0,EUROSTAT_GOV10A_MAIN,9.042571,maximum_extension,anchor_actual,EUROSTAT_GOV10A_MAIN,2001.0,94606.0,,,,,,,,A,,EUROSTAT_GOV10A_MAIN,2026-07-21,2026-09-03,current,,,88324.82976939,-6.6393,,,False,False,False,20260920T072538Z,
DEU_E02_maximum_extension,DEU,ESA_EXP,E02,1,Intermediate consumption,2002,2002,CY,98452.0,EUR,2223360.0,EUROSTAT_NAMA10_GDP,4.428073,1072638.0,EUROSTAT_GOV10A_MAIN,9.178493,maximum_extension,anchor_actual,EUROSTAT_GOV10A_MAIN,2002.0,98452.0,,,,,,,,A,,EUROSTAT_GOV10A_MAIN,2026-07-21,2026-09-03,current,,,91673.96129835001,-6.8846,,,False,False,False,20260920T072538Z,
DEU_E02_maximum_extension,DEU,ESA_EXP,E02,1,Intermediate consumption,2003,2003,CY,97291.0,EUR,2240810.0,EUROSTAT_NAMA10_GDP,4.341778,1087101.0,EUROSTAT_GOV10A_MAIN,8.949582,maximum_extension,anchor_actual,EUROSTAT_GOV10A_MAIN,2003.0,97291.0,,,,,,,,A,,EUROSTAT_GOV10A_MAIN,2026-07-21,2026-09-03,current,,,91763.785319,-5.6811,,,False,False,False,20260920T072538Z,
DEU_E02_maximum_extension,DEU,ESA_EXP,E02,1,Intermediate consumption,2004,2004,CY,98930.0,EUR,2293040.0,EUROSTAT_NAMA10_GDP,4.31436,1077080.0,EUROSTAT_GOV10A_MAIN,9.185019,maximum_extension,anchor_actual,EUROSTAT_GOV10A_MAIN,2004.0,98930.0,,,,,,,,A,,EUROSTAT_GOV10A_MAIN,2026-07-21,2026-09-03,current,,,93224.79757333,-5.7669,,,False,False,False,20260920T072538Z,
DEU_E02_maximum_extension,DEU,ESA_EXP,E02,1,Intermediate consumption,2005,2005,CY,102439.0,EUR,2325710.0,EUROSTAT_NAMA10_GDP,4.404633,1089993.0,EUROSTAT_GOV10A_MAIN,9.398134,maximum_extension,anchor_actual,EUROSTAT_GOV10A_MAIN,2005.0,102439.0,,,,,,,,A,,EUROSTAT_GOV10A_MAIN,2026-07-21,2026-09-03,current,,,96830.15752211,-5.4753,,,False,False,False,20260920T072538Z,
DEU_E02_maximum_extension,DEU,ESA_EXP,E02,1,Intermediate consumption,2006,2006,CY,106887.0,EUR,2426180.0,EUROSTAT_NAMA10_GDP,4.405568,1099274.0,EUROSTAT_GOV10A_MAIN,9.723417,maximum_extension,anchor_actual,EUROSTAT_GOV10A_MAIN,2006.0,106887.0,,,,,,,,A,,EUROSTAT_GOV10A_MAIN,2026-07-21,2026-09-03,current,,,102040.42338045,-4.5343,,,False,False,False,20260920T072538Z,
DEU_E02_maximum_extension,DEU,ESA_EXP,E02,1,Intermediate consumption,2007,2007,CY,111629.0,EUR,2542220.0,EUROSTAT_NAMA10_GDP,4.391005,1106879.0,EUROSTAT_GOV10A_MAIN,10.085023,maximum_extension,anchor_actual,EUROSTAT_GOV10A_MAIN,2007.0,111629.0,,,,,,,,A,,EUROSTAT_GOV10A_MAIN,2026-07-21,2026-09-03,current,,,107596.70699175,-3.6122,,,False,False,False,20260920T072538Z,
DEU_E02_maximum_extension,DEU,ESA_EXP,E02,1,Intermediate consumption,2008,2008,CY,119010.0,EUR,2589280.0,EUROSTAT_NAMA10_GDP,4.596258,1150280.0,EUROSTAT_GOV10A_MAIN,10.346177,maximum_extension,anchor_actual,EUROSTAT_GOV10A_MAIN,2008.0,119010.0,,,,,,,,A,,EUROSTAT_GOV10A_MAIN,2026-07-21,2026-09-03,current,,,114764.50134797,-3.5673,,,False,False,False,20260920T072538Z,
