iso3,year,instrument_class,bucket,gross_nominal_lcu_mn,gross_cash_lcu_mn,n_operations,weighted_residual_years_at_issue,run_id,source_id,snapshot_sha256,quality_grade,notes
DEU,2005,fixed_bullet,3-5,21253.15722737,16713.60624,10,4.8168393738466975,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2005,fixed_bullet,5-7,18468.253968253972,15616.552321031748,5,5.039897380599203,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2005,fixed_bullet,7-10,21000.0,17847.7607,3,9.917538541768522,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2005,fixed_bullet,10-15,23409.66494845,19349.3468,5,10.106099807555514,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2005,fixed_bullet,15-20,24.16237504,,1,18.54072553045859,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2005,fixed_bullet,20-30,585.4059397799999,,4,23.521737627119318,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2005,fixed_bullet,30+,11000.0,10126.95421,2,31.721983697343035,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2006,bill,0-1,72000.0,52930.8989316,12,0.5053616244581337,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2006,fixed_bullet,1-2,51000.0,41404.31958,7,1.945645609373113,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2006,fixed_bullet,2-3,9000.0,7670.775,1,2.0177960301163584,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2006,fixed_bullet,3-5,20000.0,16899.486875000002,4,4.89637234770705,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2006,fixed_bullet,5-7,16000.0,13161.0861,2,5.045859000684462,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2006,fixed_bullet,7-10,30000.0,24880.9871,4,9.944969199178644,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2006,fixed_bullet,10-15,15000.0,11994.751799999998,2,10.135341090577231,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2006,fixed_bullet,30+,12000.0,10497.3158,2,30.694045174537987,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2006,inflation_linked,7-10,3500.0,2934.18,1,9.607118412046544,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2006,inflation_linked,10-15,5500.0,4980.0,1,10.105407255304586,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2007,bill,0-1,72000.0,58162.0560349,12,0.5085557837097878,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2007,fixed_bullet,1-2,56000.0,49328.69636,8,1.9568788501026695,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2007,fixed_bullet,3-5,20000.0,17766.7047,4,4.897330595482546,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2007,fixed_bullet,5-7,12000.0,10471.0472,2,5.045859000684462,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2007,fixed_bullet,7-10,12000.0,9962.145100000002,2,9.887748117727584,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2007,fixed_bullet,10-15,27000.0,23003.73798,4,10.068091363094785,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2007,fixed_bullet,30+,10000.0,8284.61925,2,32.24147843942505,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2007,inflation_linked,5-7,4000.0,3733.6419999999994,1,5.475701574264202,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2007,inflation_linked,7-10,2000.0,1828.8180000000002,1,8.974674880219029,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2008,bill,0-1,75000.0,52175.586234675,15,0.5009901893680129,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2008,fixed_bullet,1-2,59000.0,46678.93808,8,1.9577025255513405,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2008,fixed_bullet,3-5,19000.0,15620.127,4,4.9026261752944995,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2008,fixed_bullet,5-7,14000.0,10923.864249999999,2,5.045859000684462,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2008,fixed_bullet,7-10,12000.0,9985.92625,2,9.890485968514717,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2008,fixed_bullet,10-15,29000.0,20515.594399999998,4,10.064905945384599,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2008,fixed_bullet,30+,8000.0,6283.3928,2,31.696098562628336,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2008,inflation_linked,3-5,2000.0,1780.5584999999999,1,4.766598220396989,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2008,inflation_linked,5-7,3000.0,2991.702,1,5.111567419575633,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2008,inflation_linked,7-10,2000.0,1834.5185249999997,1,7.84394250513347,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2009,bill,0-1,128000.0,98626.34993195,22,0.5512277549623544,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2009,bill,1-2,48000.0,35561.37078556,10,1.0020533880903493,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2009,fixed_bullet,1-2,38000.0,31034.27937,6,1.9466839583558486,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2009,fixed_bullet,2-3,26000.0,21185.689885,4,2.0369609856262834,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2009,fixed_bullet,3-5,24735.9781121751,20580.367411491105,5,4.688505425243175,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2009,fixed_bullet,5-7,14000.0,11238.335649999999,2,5.045859000684462,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2009,fixed_bullet,7-10,28000.0,21706.77222,5,9.879827906521951,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2009,fixed_bullet,10-15,19000.0,15517.52815,3,10.093303072877266,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2009,fixed_bullet,30+,6000.0,5377.1142,2,30.970568104038332,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2009,inflation_linked,10-15,5000.0,4668.24376,2,10.694045174537989,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2010,bill,0-1,76000.0,67051.292095325,19,0.5668071616412694,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2010,bill,1-2,40000.0,34071.0263257,11,1.0020533880903488,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2010,fixed_bullet,1-2,24000.0,20198.282065,4,1.9347478895733516,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2010,fixed_bullet,2-3,50000.0,41407.961194999996,8,2.056509240246407,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2010,fixed_bullet,3-5,34000.0,27888.09245,6,4.899867133711801,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2010,fixed_bullet,5-7,18000.0,14590.948525,3,5.077800593201004,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2010,fixed_bullet,7-10,31000.0,25889.081875,6,9.927358636373674,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2010,fixed_bullet,10-15,29000.0,23605.23124,5,10.106728976374237,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2010,fixed_bullet,30+,10000.0,8872.62201,3,30.97275838466804,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2010,inflation_linked,3-5,2000.0,2090.563,1,3.02258726899384,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2010,inflation_linked,5-7,2000.0,2124.8206,1,5.601642710472279,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2010,inflation_linked,7-10,4000.0,4258.32985,4,9.635181382614649,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2010,inflation_linked,10-15,3000.0,2906.0204999999996,2,10.202144649783254,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2011,bill,0-1,65000.0,60029.66276489,18,0.5553625019744116,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2011,bill,1-2,29000.0,24530.8234953,10,1.002053388090349,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2011,fixed_bullet,1-2,42000.0,34741.051725,8,1.9657768651608487,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2011,fixed_bullet,2-3,27000.0,21910.37184,4,2.075290896646133,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2011,fixed_bullet,3-5,33000.0,26903.270324999998,6,4.902992968701388,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2011,fixed_bullet,5-7,17000.0,13812.3474,3,5.07291540846318,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2011,fixed_bullet,7-10,27000.0,22087.884430000002,6,9.91669835475448,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2011,fixed_bullet,10-15,27000.0,21140.305005000002,5,10.100134357492331,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2011,fixed_bullet,30+,8000.0,6340.83434,4,31.086242299794662,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2011,inflation_linked,5-7,2000.0,1639.8325,1,6.431211498973306,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2011,inflation_linked,7-10,6000.0,5878.114449999999,3,8.080310289755875,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2012,bill,0-1,47000.0,39488.7458636,12,0.5049878398648551,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2012,bill,1-2,33000.0,25224.5804602,11,1.002053388090349,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2012,fixed_bullet,1-2,34000.0,28200.419147999997,7,1.936626806780207,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2012,fixed_bullet,2-3,24000.0,20549.672323,5,2.0537303216974676,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2012,fixed_bullet,3-5,33000.0,27171.62054,8,4.857113226723083,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2012,fixed_bullet,5-7,17000.0,13453.871360000001,4,5.066151306518501,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2012,fixed_bullet,7-10,36000.0,28705.835445,8,9.91063959236444,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2012,fixed_bullet,10-15,20000.0,16287.39483,4,10.104722792607802,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2012,fixed_bullet,30+,11000.0,9495.08756,4,31.551739157488647,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2012,inflation_linked,5-7,2000.0,1738.7375000000002,2,5.616700889801505,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2012,inflation_linked,10-15,7000.0,5353.2618999999995,5,10.792607802874743,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2013,bill,0-1,41000.0,36436.520692525,11,0.5075040483464383,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2013,bill,1-2,33000.0,26237.3443951,11,1.002053388090349,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2013,fixed_bullet,1-2,40000.0,33667.966868,8,1.9579055441478441,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2013,fixed_bullet,2-3,20000.0,16648.9819335,4,2.070499657768652,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2013,fixed_bullet,3-5,33000.0,27008.588525,8,4.863501545226391,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2013,fixed_bullet,5-7,18000.0,14738.13349,4,5.07460643394935,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2013,fixed_bullet,7-10,49000.0,40616.28447,11,9.868890471999888,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2013,fixed_bullet,10-15,5000.0,3983.110175,1,10.080766598220396,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2013,fixed_bullet,30+,8000.0,6719.534535000001,4,31.06091718001369,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2013,inflation_linked,3-5,2000.0,1729.7595000000001,2,4.6420260095824775,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2013,inflation_linked,5-7,2000.0,1976.623,2,5.092402464065708,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2013,inflation_linked,7-10,4000.0,3214.469,4,9.698836413415469,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2013,inflation_linked,10-15,2000.0,1743.438,2,10.158795345653662,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2014,bill,0-1,22000.0,20359.968637949998,11,0.5455789932175968,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2014,bill,1-2,18000.0,16050.2874577,9,1.002053388090349,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2014,fixed_bullet,1-2,28000.0,23735.803953000002,7,1.949349760438056,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2014,fixed_bullet,2-3,24000.0,19715.586283999997,5,2.0697011179557383,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2014,fixed_bullet,3-5,30000.0,24540.42168,8,4.868902578142825,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2014,fixed_bullet,5-7,18000.0,14720.71659,4,5.069282835196593,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2014,fixed_bullet,7-10,49000.0,40299.97681,11,9.873639804997975,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2014,fixed_bullet,10-15,5000.0,4165.61544,1,10.04517453798768,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2014,fixed_bullet,30+,7000.0,5817.704,3,32.20807665982204,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2014,inflation_linked,3-5,4000.0,3878.0643999999998,4,3.9904175222450378,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2014,inflation_linked,7-10,3000.0,2610.80578,3,8.865160848733744,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2014,inflation_linked,15-20,4000.0,3648.7622,3,15.765229295003422,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2015,bill,0-1,20000.0,17379.8690977,10,0.505681040383299,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2015,bill,1-2,10500.0,9539.9809107,7,1.002053388090349,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2015,fixed_bullet,1-2,25000.0,20643.6281525,6,1.9495687885010267,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2015,fixed_bullet,2-3,28000.0,22837.967223,6,2.06570841889117,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2015,fixed_bullet,3-5,10000.0,8250.4626,3,4.928952772073922,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2015,fixed_bullet,5-7,29000.0,22872.58164,7,5.162831315348486,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2015,fixed_bullet,7-10,32000.0,26532.656,9,9.844028062970569,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2015,fixed_bullet,10-15,14000.0,11621.06324,3,10.065317297350152,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2015,fixed_bullet,30+,6000.0,5140.841,3,31.226100844170656,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2015,inflation_linked,5-7,1000.0,846.365,1,5.177275838466803,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2015,inflation_linked,10-15,7000.0,6358.5476,6,11.992959812261661,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2015,inflation_linked,15-20,1000.0,853.9864,1,15.252566735112936,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2015,inflation_linked,30+,3000.0,2841.562092,2,30.795801962126397,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2016,bill,0-1,28000.0,19662.012303299998,10,0.5058179329226556,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2016,bill,1-2,13500.0,10793.3717619,9,1.002053388090349,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2016,fixed_bullet,1-2,17000.0,14057.8993705,4,1.9456456093731125,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2016,fixed_bullet,2-3,36000.0,29166.7873025,8,2.065176059015895,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2016,fixed_bullet,3-5,14000.0,11613.775440000001,4,4.896646132785763,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2016,fixed_bullet,5-7,26000.0,20684.73076,6,5.122518822724161,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2016,fixed_bullet,7-10,36000.0,29290.42225,9,9.840368088828047,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2016,fixed_bullet,10-15,15000.0,11920.334439999999,3,10.064339493497604,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2016,fixed_bullet,20-30,4000.0,4797.21775,4,28.522929500342233,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2016,fixed_bullet,30+,5000.0,5866.55793,5,30.28829568788501,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2016,inflation_linked,7-10,2000.0,1736.1367999999998,3,9.685831622176591,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2016,inflation_linked,10-15,2500.0,2089.369,3,11.695003422313485,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2016,inflation_linked,20-30,1000.0,943.711,2,29.64271047227926,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2016,inflation_linked,30+,1000.0,845.8806,2,30.09308692676249,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2017,bill,0-1,20000.0,14363.210613,10,0.505681040383299,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2017,fixed_bullet,1-2,29000.0,23259.844222,7,1.9214048006797422,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2017,fixed_bullet,2-3,23000.0,18850.287565,5,2.0471981668303427,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2017,fixed_bullet,3-5,12000.0,9873.69301,4,4.911704312114989,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2017,fixed_bullet,5-7,23000.0,18598.353135,6,5.130851412076303,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2017,fixed_bullet,7-10,35000.0,28575.945765,12,9.828649652879632,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2017,fixed_bullet,10-15,16000.0,12830.68033,4,10.067932922655714,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2017,fixed_bullet,20-30,7000.0,7263.72501,7,28.413806590397964,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2017,fixed_bullet,30+,4000.0,3282.11992,3,30.839835728952774,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2017,inflation_linked,7-10,3500.0,3102.24018,4,8.922655715263518,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2017,inflation_linked,10-15,1500.0,1394.0691199999999,3,12.773899155829339,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2017,inflation_linked,20-30,1500.0,1323.650975,3,28.901665525895506,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2018,bill,0-1,35000.0,29236.17166765,15,0.41232032854209444,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2018,fixed_bullet,1-2,28000.0,22476.8115415,7,1.9322381930184804,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2018,fixed_bullet,2-3,21000.0,16784.9530795,5,2.053648838043089,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2018,fixed_bullet,3-5,11000.0,9019.07522,4,4.922157924211312,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2018,fixed_bullet,5-7,21000.0,17067.904175,6,5.127081907369382,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2018,fixed_bullet,7-10,27000.0,21500.73253,10,9.848049281314168,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2018,fixed_bullet,10-15,15000.0,11933.009455,4,10.070362765229296,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2018,fixed_bullet,20-30,9500.0,9071.726709999999,7,27.608199142620414,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2018,fixed_bullet,30+,5500.0,4331.3764200000005,4,30.360276274033975,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2018,inflation_linked,7-10,2500.0,2188.89975,4,8.002190280629707,20260910T001818Z,ggfiscal.debt.maturity,,A,
DEU,2018,inflation_linked,10-15,2550.0,2403.8525200000004,5,11.851726590704729,20260910T001818Z,ggfiscal.debt.maturity,,A,
