iso3,weo_vintage,year,is_base_year,tr_anchor_mn,ggr_weo_mn,gap_tr_mn,te_anchor_mn,ggx_weo_mn,gap_te_mn,nlb_anchor_mn,ggxcnl_weo_mn,gap_nlb_mn,ni_ours_mn,ni_weo_mn,gap_ni_mn,gdp_anchor_mn,ngdp_weo_mn,gap_gdp_mn,gap_tr_pct_te,gap_te_pct_te,gap_nlb_pct_te,gap_gdp_pct_gdp,classification,notes
GBR,2025-10,2009,False,576520.0,535449.0,41071.0,732024.0,691209.0,40815.0,-155504.0,-155760.0,256.0,24825.0,22822.0,2003.0,1559405.0,1548802.0,10603.0,5.6106,5.5756,0.035,0.6799,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-10,2010,False,612140.0,570800.0,41340.0,761564.0,719097.0,42467.0,-149424.0,-148297.0,-1127.0,42323.0,40789.0,1534.0,1615839.0,1608553.0,7286.0,5.4283,5.5763,-0.148,0.4509,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-10,2011,False,637367.0,600617.0,36750.0,761359.0,723276.0,38083.0,-123992.0,-122659.0,-1333.0,48398.0,46566.0,1832.0,1669945.0,1662590.0,7355.0,4.8269,5.002,-0.1751,0.4404,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-10,2012,False,643820.0,618712.0,25108.0,780852.0,746373.0,34479.0,-137032.0,-127661.0,-9371.0,44754.0,40447.0,4307.0,1721708.0,1713715.0,7993.0,3.2155,4.4156,-1.2001,0.4642,unexplained,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-10,2013,False,685641.0,650127.0,35514.0,780359.0,745321.0,35038.0,-94718.0,-95194.0,476.0,45690.0,24945.0,20745.0,1789072.0,1781361.0,7711.0,4.551,4.49,0.061,0.431,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-10,2014,False,700490.0,664086.0,36404.0,803006.0,767062.0,35944.0,-102516.0,-102976.0,460.0,44668.0,34163.0,10505.0,1875066.0,1862514.0,12552.0,4.5335,4.4762,0.0573,0.6694,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-10,2015,False,725144.0,686684.0,38460.0,812579.0,774726.0,37853.0,-87435.0,-88042.0,607.0,39434.0,28995.0,10439.0,1928016.0,1916451.0,11565.0,4.7331,4.6584,0.0747,0.5998,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-10,2016,False,763115.0,723363.0,39752.0,828878.0,789332.0,39546.0,-65763.0,-65969.0,206.0,44321.0,32373.0,11948.0,2004755.0,1991645.0,13110.0,4.7959,4.771,0.0249,0.6539,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-10,2017,False,805501.0,763516.0,41985.0,857578.0,815393.0,42185.0,-52077.0,-51877.0,-200.0,51080.0,37992.0,13088.0,2097222.0,2082482.0,14740.0,4.8958,4.9191,-0.0233,0.7028,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-10,2018,False,832110.0,787767.0,44343.0,880582.0,836626.0,43956.0,-48472.0,-48859.0,387.0,47713.0,36340.0,11373.0,2171559.0,2152304.0,19255.0,5.0356,4.9917,0.0439,0.8867,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-10,2019,False,859047.0,810711.0,48336.0,912674.0,865939.0,46735.0,-53627.0,-55228.0,1601.0,43024.0,32255.0,10769.0,2252961.0,2233921.0,19040.0,5.2961,5.1207,0.1754,0.8451,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-10,2020,False,825490.0,774372.0,51118.0,1099852.0,1051463.0,48389.0,-274362.0,-277091.0,2729.0,36298.0,23961.0,12337.0,2124720.0,2103486.0,21234.0,4.6477,4.3996,0.2481,0.9994,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-10,2021,False,926020.0,869105.0,56915.0,1101087.0,1045648.0,55439.0,-175067.0,-176543.0,1476.0,57676.0,49012.0,8664.0,2322652.0,2285400.0,37252.0,5.169,5.0349,0.134,1.6039,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-10,2022,False,1056873.0,999023.0,57850.0,1175592.0,1114117.0,61475.0,-118719.0,-115094.0,-3625.0,100283.0,92042.0,8241.0,2580949.0,2526428.0,54521.0,4.9209,5.2293,-0.3084,2.1124,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-10,2023,False,1114183.0,1051265.0,62918.0,1280766.0,1215406.0,65360.0,-166583.0,-164141.0,-2442.0,70508.0,65178.0,5330.0,2752164.0,2711185.0,40979.0,4.9125,5.1032,-0.1907,1.489,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-10,2024,True,1162812.0,1091675.0,71137.0,1337389.0,1255571.0,81818.0,-174577.0,-163896.0,-10681.0,64640.0,55959.0,8681.0,2890254.0,2850989.0,39265.0,5.3191,6.1177,-0.7986,1.3585,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
FRA,2025-10,1995,False,618331.7,618332.0,-0.30000000004656613,680370.4,680300.0,70.40000000002328,-62038.7,-61968.0,-70.69999999999709,36951.6,35010.0,1941.5999999999985,1213802.4,1213802.0,0.39999999990686774,-0.0,0.0103,-0.0104,0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,1996,False,649939.5,649940.0,-0.5,698523.5,698500.0,23.5,-48584.0,-48561.0,-23.0,40888.1,38819.0,2069.0999999999985,1246973.7,1246974.0,-0.30000000004656613,-0.0001,0.0034,-0.0033,-0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,1997,False,668781.4,668781.0,0.40000000002328306,716646.7,716600.0,46.699999999953434,-47865.3,-47819.0,-46.30000000000291,40466.399999999994,38969.0,1497.3999999999942,1289669.2,1289669.0,0.19999999995343387,0.0001,0.0065,-0.0065,0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,1998,False,694521.4,694521.0,0.40000000002328306,726716.1,726700.0,16.099999999976717,-32194.7,-32179.0,-15.700000000000728,40620.600000000006,38909.0,1711.6000000000058,1346317.6,1346318.0,-0.39999999990686774,0.0001,0.0022,-0.0022,-0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,1999,False,727044.7,727045.0,-0.30000000004656613,748589.0,748600.0,-11.0,-21544.3,-21555.0,10.700000000000728,39721.8,37249.0,2472.800000000003,1395148.0,1395148.0,0.0,-0.0,-0.0015,0.0014,0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2000,False,756006.5,756007.0,-0.5,775348.7,775400.0,-51.300000000046566,-19342.2,-19394.0,51.79999999999927,40662.9,38088.0,2574.9000000000015,1473517.3,1473517.0,0.30000000004656613,-0.0001,-0.0066,0.0067,0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2001,False,786539.0,786539.0,0.0,808225.6,808200.0,25.599999999976717,-21686.6,-21661.0,-25.599999999998545,42443.6,40022.0,2421.5999999999985,1530070.9,1530071.0,-0.10000000009313226,0.0,0.0032,-0.0032,-0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2002,False,800986.5,800987.0,-0.5,851107.4,851100.0,7.400000000023283,-50120.9,-50114.0,-6.900000000001455,43699.7,41649.0,2050.699999999997,1578330.4,1578330.0,0.39999999990686774,-0.0001,0.0009,-0.0008,0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2003,False,815468.6,815469.0,-0.40000000002328306,881785.6,881900.0,-114.40000000002328,-66317.0,-66431.0,114.0,42494.0,41057.0,1437.0,1622312.8,1622313.0,-0.19999999995343387,-0.0,-0.013,0.0129,-0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2004,False,855606.6,855607.0,-0.40000000002328306,915906.4,915900.0,6.400000000023283,-60299.8,-60293.0,-6.80000000000291,44509.7,42632.0,1877.699999999997,1696107.7,1696108.0,-0.30000000004656613,-0.0,0.0007,-0.0007,-0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2005,False,894341.1,894341.0,0.09999999997671694,956142.5,956100.0,42.5,-61801.4,-61759.0,-42.400000000001455,45167.6,42974.0,2193.5999999999985,1762047.7,1762048.0,-0.30000000004656613,0.0,0.0044,-0.0044,-0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2006,False,943178.2,943178.0,0.19999999995343387,992240.8,992200.0,40.800000000046566,-49062.6,-49022.0,-40.599999999998545,45518.799999999996,43816.0,1702.7999999999956,1846020.8,1846021.0,-0.19999999995343387,0.0,0.0041,-0.0041,-0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2007,False,981351.9,981352.0,-0.09999999997671694,1039287.6,1039300.0,-12.400000000023283,-57935.7,-57948.0,12.30000000000291,48911.6,47844.0,1067.5999999999985,1937876.3,1937876.0,0.30000000004656613,-0.0,-0.0012,0.0012,0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2008,False,1010530.4,1010530.0,0.40000000002328306,1080220.5,1080200.0,20.5,-69690.1,-69670.0,-20.10000000000582,53113.6,52428.0,685.5999999999985,1989999.7,1990000.0,-0.30000000004656613,0.0,0.0019,-0.0019,-0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2009,False,979773.4,979773.0,0.40000000002328306,1122607.3,1122700.0,-92.69999999995343,-142833.9,-142927.0,93.10000000000582,45463.5,43393.0,2070.5,1935840.2,1935840.0,0.19999999995343387,0.0,-0.0083,0.0083,0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2010,False,1009201.3,1009201.0,0.30000000004656613,1151961.8,1152100.0,-138.19999999995343,-142760.5,-142899.0,138.5,49455.100000000006,45771.0,3684.100000000006,1996075.1,1996075.0,0.10000000009313226,0.0,-0.012,0.012,0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2011,False,1066319.2,1066319.0,0.19999999995343387,1175704.7,1175600.0,104.69999999995343,-109385.5,-109281.0,-104.5,54251.8,51246.0,3005.800000000003,2062141.4,2062141.0,0.39999999990686774,0.0,0.0089,-0.0089,0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2012,False,1100965.9,1100966.0,-0.10000000009313226,1208953.1,1208900.0,53.10000000009313,-107987.2,-107934.0,-53.19999999999709,54340.2,51423.0,2917.199999999997,2088286.7,2088287.0,-0.30000000004656613,-0.0,0.0044,-0.0044,-0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2013,False,1137646.2,1137646.0,0.19999999995343387,1242358.0,1242300.0,58.0,-104711.8,-104654.0,-57.80000000000291,50041.5,46697.0,3344.5,2120351.9,2120352.0,-0.10000000009313226,0.0,0.0047,-0.0047,-0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2014,False,1159145.1,1159145.0,0.10000000009313226,1257649.1,1257600.0,49.10000000009313,-98504.0,-98455.0,-49.0,49398.6,45297.0,4101.5999999999985,2153733.1,2153733.0,0.10000000009313226,0.0,0.0039,-0.0039,0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2015,False,1182326.8,1182327.0,-0.19999999995343387,1268007.8,1267900.0,107.80000000004657,-85681.0,-85573.0,-108.0,46695.2,42555.0,4140.199999999997,2201401.6,2201402.0,-0.39999999990686774,-0.0,0.0085,-0.0085,-0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2016,False,1196622.9,1196623.0,-0.10000000009313226,1280648.1,1280600.0,48.10000000009313,-84025.2,-83977.0,-48.19999999999709,45238.9,40928.0,4310.9000000000015,2231819.2,2231819.0,0.20000000018626451,-0.0,0.0038,-0.0038,0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2017,False,1244386.9,1244387.0,-0.10000000009313226,1321444.6,1321500.0,-55.39999999990687,-77057.7,-77113.0,55.30000000000291,43611.9,39652.0,3959.9000000000015,2291680.5,2291681.0,-0.5,-0.0,-0.0042,0.0042,-0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2018,False,1273016.1,1273016.0,0.10000000009313226,1327632.3,1327700.0,-67.69999999995343,-54616.2,-54684.0,67.80000000000291,43910.200000000004,40388.0,3522.2000000000044,2355362.8,2355363.0,-0.20000000018626451,0.0,-0.0051,0.0051,-0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2019,False,1287929.2,1287929.0,0.19999999995343387,1346154.7,1346100.0,54.699999999953434,-58225.5,-58171.0,-54.5,38997.4,35838.0,3159.4000000000015,2432206.8,2432207.0,-0.20000000018626451,0.0,0.0041,-0.004,-0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2020,False,1223272.6,1223273.0,-0.39999999990686774,1430357.0,1430300.0,57.0,-207084.4,-207027.0,-57.39999999999418,32520.8,29332.0,3188.7999999999993,2318276.2,2318276.0,0.20000000018626451,-0.0,0.004,-0.004,0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2021,False,1326231.8,1326275.0,-43.199999999953434,1491381.1,1491400.0,-18.899999999906868,-165149.3,-165125.0,-24.29999999998836,37212.8,34273.0,2939.800000000003,2508102.3,2508102.0,0.2999999998137355,-0.0029,-0.0013,-0.0016,0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2022,False,1424435.6,1424970.0,-534.3999999999069,1550331.4,1550700.0,-368.60000000009313,-125895.8,-125731.0,-164.8000000000029,51873.6,49804.0,2069.5999999999985,2653997.2,2653997.0,0.20000000018626451,-0.0345,-0.0238,-0.0106,0.0,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2023,False,1456350.5,1454548.0,1802.5,1608270.8,1608500.0,-229.19999999995343,-151920.3,-153952.0,2031.7000000000116,46532.9,48100.0,-1567.0999999999985,2833826.4,2830204.0,3622.399999999907,0.1121,-0.0143,0.1263,0.1278,revision,anchor vintage newer than WEO cut-off
FRA,2025-10,2024,True,1503590.1,1501612.0,1978.1000000000931,1672708.2,1670185.0,2523.1999999999534,-169118.1,-168573.0,-545.1000000000058,53489.399999999994,55400.0,-1910.6000000000058,2935236.2,2921204.0,14032.200000000186,0.1183,0.1508,-0.0326,0.4781,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,1995,False,870238.0,870238.0,0.0,1049528.0,1049528.0,0.0,-179290.0,-179290.0,0.0,,58668.0,,1899930.0,1899930.0,0.0,0.0,0.0,0.0,0.0,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,1996,False,885563.0,885563.0,0.0,955732.0,955732.0,0.0,-70169.0,-70169.0,0.0,,58888.0,,1928560.0,1928560.0,0.0,0.0,0.0,0.0,0.0,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,1997,False,899509.0,899509.0,0.0,959060.0,959060.0,0.0,-59551.0,-59551.0,0.0,,59541.0,,1967180.0,1967180.0,0.0,0.0,0.0,0.0,0.0,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,1998,False,923010.0,923010.0,0.0,976592.0,976592.0,0.0,-53582.0,-53582.0,0.0,,61377.0,,2022310.0,2022310.0,0.0,0.0,0.0,0.0,0.0,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,1999,False,968416.0,968416.0,0.0,1007187.0,1007187.0,0.0,-38771.0,-38771.0,0.0,,57994.0,,2077240.0,2077240.0,0.0,0.0,0.0,0.0,0.0,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2000,False,986936.0,986936.0,0.0,1023445.0,1023445.0,0.0,-36509.0,-36509.0,0.0,61933.0,59091.0,2842.0,2129660.0,2129660.0,0.0,0.0,0.0,0.0,0.0,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2001,False,977627.0,977627.0,0.0,1046229.0,1046229.0,0.0,-68602.0,-68602.0,0.0,59975.0,57103.0,2872.0,2195530.0,2195530.0,0.0,0.0,0.0,0.0,0.0,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2002,False,981788.0,981788.0,0.0,1072638.0,1072638.0,0.0,-90850.0,-90850.0,0.0,61344.0,58454.0,2890.0,2223360.0,2223360.0,0.0,0.0,0.0,0.0,0.0,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2003,False,1001289.0,1001289.0,0.0,1087101.0,1087101.0,0.0,-85812.0,-85812.0,0.0,60854.0,58677.0,2177.0,2240810.0,2240810.0,0.0,0.0,0.0,0.0,0.0,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2004,False,998635.0,998635.0,0.0,1077080.0,1077080.0,0.0,-78445.0,-78445.0,0.0,60137.0,57805.0,2332.0,2293040.0,2293040.0,0.0,0.0,0.0,0.0,0.0,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2005,False,1011597.0,1011597.0,0.0,1089993.0,1089993.0,0.0,-78396.0,-78396.0,0.0,58951.0,56796.0,2155.0,2325710.0,2325710.0,0.0,0.0,0.0,0.0,0.0,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2006,False,1056690.0,1056690.0,0.0,1099274.0,1099274.0,0.0,-42584.0,-42584.0,0.0,58925.0,57809.0,1116.0,2426180.0,2426180.0,0.0,0.0,0.0,0.0,0.0,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2007,False,1110816.0,1110816.0,0.0,1106879.0,1106879.0,0.0,3937.0,3937.0,0.0,61450.0,60999.0,451.0,2542220.0,2542220.0,0.0,0.0,0.0,0.0,0.0,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2008,False,1143471.0,1143471.0,0.0,1150280.0,1150280.0,0.0,-6809.0,-6809.0,0.0,60972.0,60396.0,576.0,2589280.0,2589280.0,0.0,0.0,0.0,0.0,0.0,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2009,False,1125612.0,1125612.0,0.0,1204819.0,1204819.0,0.0,-79207.0,-79207.0,0.0,59349.0,58481.0,868.0,2493970.0,2493970.0,0.0,0.0,0.0,0.0,0.0,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2010,False,1143087.0,1143087.0,0.0,1258707.0,1258707.0,0.0,-115620.0,-115620.0,0.0,56345.0,55744.0,601.0,2615260.0,2615260.0,0.0,0.0,0.0,0.0,0.0,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2011,False,1220989.0,1220989.0,0.0,1244063.0,1244063.0,0.0,-23074.0,-23074.0,0.0,55985.0,54815.0,1170.0,2747210.0,2746910.0,300.0,0.0,0.0,0.0,0.0109,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2012,False,1260986.0,1260986.0,0.0,1262507.0,1262507.0,0.0,-1521.0,-1521.0,0.0,52413.0,51365.0,1048.0,2800680.0,2799280.0,1400.0,0.0,0.0,0.0,0.05,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2013,False,1298112.0,1298112.0,0.0,1294600.0,1294600.0,0.0,3512.0,3512.0,0.0,42034.0,41060.0,974.0,2869480.0,2866480.0,3000.0,0.0,0.0,0.0,0.1045,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2014,False,1350164.0,1350164.0,0.0,1328332.0,1328332.0,0.0,21832.0,21832.0,0.0,38178.0,36678.0,1500.0,2988470.0,2984470.0,4000.0,0.0,0.0,0.0,0.1338,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2015,False,1401532.0,1401532.0,0.0,1373293.0,1373293.0,0.0,28239.0,28239.0,0.0,34709.0,33386.0,1323.0,3094190.0,3087030.0,7160.0,0.0,0.0,0.0,0.2314,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2016,False,1465493.0,1465493.0,0.0,1429256.0,1429256.0,0.0,36237.0,36237.0,0.0,30823.0,29789.0,1034.0,3204870.0,3195210.0,9660.0,0.0,0.0,0.0,0.3014,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2017,False,1529123.0,1529123.0,0.0,1484552.0,1484552.0,0.0,44571.0,44571.0,0.0,28577.0,27763.0,814.0,3345860.0,3333110.0,12750.0,0.0,0.0,0.0,0.3811,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2018,False,1597995.0,1597995.0,0.0,1533328.0,1533328.0,0.0,64667.0,64667.0,0.0,25550.0,24845.0,705.0,3450580.0,3434030.0,16550.0,0.0,0.0,0.0,0.4796,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2019,False,1657564.0,1657564.0,0.0,1610615.0,1610615.0,0.0,46949.0,46949.0,0.0,21747.0,20899.0,848.0,3557630.0,3537280.0,20350.0,0.0,0.0,0.0,0.572,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2020,False,1612653.0,1612653.0,0.0,1763784.0,1763784.0,0.0,-151131.0,-151131.0,0.0,18120.0,15991.0,2129.0,3477670.0,3450720.0,26950.0,0.0,0.0,0.0,0.7749,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2021,False,1749189.0,1749189.0,0.0,1865819.0,1865819.0,0.0,-116630.0,-116630.0,0.0,17377.0,17089.0,288.0,3713090.0,3682340.0,30750.0,0.0,0.0,0.0,0.8282,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2022,False,1863070.0,1863070.0,0.0,1939208.0,1939208.0,0.0,-76138.0,-76138.0,0.0,22139.0,22343.0,-204.0,4010630.0,3989390.0,21240.0,0.0,0.0,0.0,0.5296,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2023,False,1926184.0,1926184.0,0.0,2031433.0,2031433.0,0.0,-105249.0,-105249.0,0.0,20661.0,27180.0,-6519.0,4254930.0,4219310.0,35620.0,0.0,0.0,0.0,0.8371,revision,anchor vintage newer than WEO cut-off
DEU,2025-10,2024,True,2024422.0,2024422.0,0.0,2139717.0,2139717.0,0.0,-115295.0,-115295.0,0.0,27732.0,37278.0,-9546.0,4386940.0,4328970.0,57970.0,0.0,0.0,0.0,1.3214,revision,anchor vintage newer than WEO cut-off
GBR,2025-04,1990,False,227587.0,224753.0,2834.0,237527.0,235050.0,2477.0,-9940.0,-10297.0,357.0,,11366.0,,672977.0,670797.0,2180.0,1.1931,1.0428,0.1503,0.3239,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,1991,False,238031.0,233819.0,4212.0,257370.0,253342.0,4028.0,-19339.0,-19523.0,184.0,,9387.0,,708072.0,705884.0,2188.0,1.6366,1.5651,0.0715,0.309,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,1992,False,241577.0,236919.0,4658.0,281615.0,276440.0,5175.0,-40038.0,-39521.0,-517.0,,10064.0,,733221.0,730874.0,2347.0,1.654,1.8376,-0.1836,0.3201,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,1993,False,244677.0,239997.0,4680.0,298094.0,290989.0,7105.0,-53417.0,-50992.0,-2425.0,,11183.0,,772390.0,769855.0,2535.0,1.57,2.3835,-0.8135,0.3282,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,1994,False,262194.0,257564.0,4630.0,311997.0,304114.0,7883.0,-49803.0,-46550.0,-3253.0,,13891.0,,813527.0,810794.0,2733.0,1.484,2.5266,-1.0426,0.3359,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,1995,False,282664.0,278069.0,4595.0,328874.0,320559.0,8315.0,-46210.0,-42490.0,-3720.0,22906.0,17349.0,5557.0,854921.0,851845.0,3076.0,1.3972,2.5283,-1.1311,0.3598,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,1996,False,300002.0,291828.0,8174.0,337467.0,325017.0,12450.0,-37465.0,-33189.0,-4276.0,24263.0,18413.0,5850.0,913609.0,909993.0,3616.0,2.4222,3.6892,-1.2671,0.3958,unexplained,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,1997,False,322933.0,313483.0,9450.0,341776.0,332649.0,9127.0,-18843.0,-19166.0,323.0,24571.0,20283.0,4288.0,958539.0,953405.0,5134.0,2.765,2.6705,0.0945,0.5356,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,1998,False,351490.0,342015.0,9475.0,353573.0,344140.0,9433.0,-2083.0,-2125.0,42.0,25469.0,19730.0,5739.0,1002804.0,998501.0,4303.0,2.6798,2.6679,0.0119,0.4291,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,1999,False,372689.0,361630.0,11059.0,364712.0,353703.0,11009.0,7977.0,7927.0,50.0,22892.0,17756.0,5136.0,1046727.0,1043248.0,3479.0,3.0323,3.0185,0.0137,0.3324,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,2000,False,402079.0,388904.0,13175.0,386659.0,373546.0,13113.0,15420.0,15358.0,62.0,23486.0,18260.0,5226.0,1104759.0,1100752.0,4007.0,3.4074,3.3914,0.016,0.3627,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,2001,False,417942.0,401099.0,16843.0,414039.0,397252.0,16787.0,3903.0,3847.0,56.0,21385.0,17009.0,4376.0,1150542.0,1146135.0,4407.0,4.068,4.0544,0.0135,0.383,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,2002,False,423991.0,404902.0,19089.0,447236.0,428220.0,19016.0,-23245.0,-23318.0,73.0,19557.0,16354.0,3203.0,1194646.0,1191439.0,3207.0,4.2682,4.2519,0.0163,0.2684,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,2003,False,447902.0,427809.0,20093.0,488220.0,468267.0,19953.0,-40318.0,-40458.0,140.0,20662.0,17737.0,2925.0,1262502.0,1258334.0,4168.0,4.1156,4.0869,0.0287,0.3301,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,2004,False,488059.0,461247.0,26812.0,529773.0,503098.0,26675.0,-41714.0,-41851.0,137.0,22421.0,19405.0,3016.0,1327143.0,1322637.0,4506.0,5.061,5.0352,0.0259,0.3395,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,2005,False,532688.0,493600.0,39088.0,576622.0,537664.0,38958.0,-43934.0,-44064.0,130.0,25562.0,22354.0,3208.0,1403249.0,1398749.0,4500.0,6.7788,6.7562,0.0225,0.3207,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,2006,False,561010.0,524867.0,36143.0,601477.0,565480.0,35997.0,-40467.0,-40613.0,146.0,26476.0,23729.0,2747.0,1478080.0,1472038.0,6042.0,6.009,5.9848,0.0243,0.4088,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,2007,False,594042.0,556072.0,37970.0,634877.0,597060.0,37817.0,-40835.0,-40988.0,153.0,29330.0,26119.0,3211.0,1551729.0,1544637.0,7092.0,5.9807,5.9566,0.0241,0.457,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,2008,False,625274.0,571635.0,53639.0,706148.0,652702.0,53446.0,-80874.0,-81067.0,193.0,28203.0,24723.0,3480.0,1602217.0,1593600.0,8617.0,7.596,7.5687,0.0273,0.5378,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,2009,False,576520.0,535449.0,41071.0,732024.0,691209.0,40815.0,-155504.0,-155760.0,256.0,24825.0,22822.0,2003.0,1559405.0,1548802.0,10603.0,5.6106,5.5756,0.035,0.6799,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,2010,False,612140.0,570800.0,41340.0,761564.0,719097.0,42467.0,-149424.0,-148297.0,-1127.0,42323.0,40789.0,1534.0,1615839.0,1608553.0,7286.0,5.4283,5.5763,-0.148,0.4509,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
GBR,2025-04,2011,False,637367.0,600617.0,36750.0,761359.0,723276.0,38083.0,-123992.0,-122659.0,-1333.0,48398.0,46566.0,1832.0,1669945.0,1662590.0,7355.0,4.8269,5.002,-0.1751,0.4404,perimeter,perimeter gap expected (§14); country mean -0.17% of TE
