iso3,as_of,instrument_class,bucket,nominal_lcu_mn,nominal_uplifted_lcu_mn,market_hands_lcu_mn,n_securities,weighted_residual_years,run_id,source_id,snapshot_sha256,quality_grade,notes
DEU,2007-12-31,inflation_linked,5-7,4000.0,4100.4,,1,5.28952772073922,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2007-12-31,inflation_linked,7-10,11000.0,11460.130000000001,,1,8.290212183436003,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2007-12-31,other,0-1,4268.996058760402,,,37,0.42853867802762313,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2007-12-31,other,1-2,1817.40664822,,,25,1.4210672770682355,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2007-12-31,other,2-3,1427.2431465,,,12,2.531370650827997,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2007-12-31,other,3-5,2718.90888639,,,38,4.056000981990589,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2007-12-31,other,5-7,2885.07867725,,,39,5.621340823119431,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,bill,0-1,39000.0,,,6,0.24275610312571297,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,fixed_bullet,0-1,137750.0,,,9,0.4845747449413735,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,fixed_bullet,1-2,130468.25396825396,,,9,1.431359600062938,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,fixed_bullet,2-3,83250.0,,,4,2.369400201022378,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,fixed_bullet,3-5,163000.0,,,8,3.8498717157338236,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,fixed_bullet,5-7,93000.0,,,4,5.728172631795869,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,fixed_bullet,7-10,130500.0,,,8,8.194167119041436,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,fixed_bullet,10-15,7000.0,,,1,10.009582477754963,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,fixed_bullet,15-20,47250.0,,,4,18.139869408863248,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,fixed_bullet,20-30,69250.0,,,4,24.87907743324018,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,fixed_bullet,30+,18000.0,,,2,30.727812000912614,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,inflation_linked,3-5,9000.0,9519.66,,1,4.287474332648871,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,inflation_linked,7-10,13000.0,13975.0,,1,7.288158795345653,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,other,0-1,3609.92649419,,,37,0.48103861502202017,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,other,1-2,1561.92680438,,,24,1.53071667168811,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,other,2-3,920.5883576599999,,,16,2.397192353714851,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,other,3-5,3912.22485166,,,48,4.066055000324282,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,other,5-7,2295.83742824,,,43,5.641393961081105,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2008-12-31,other,30+,3173.76123869,,,1,,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,bill,0-1,104000.0,,,17,0.3759542989522456,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,fixed_bullet,0-1,137468.25396825396,,,9,0.4580023196887724,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,fixed_bullet,1-2,140250.0,,,8,1.4430913800402871,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,fixed_bullet,2-3,86735.9781121751,,,5,2.3801624393074263,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,fixed_bullet,3-5,164000.0,,,8,3.8841421679103854,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,fixed_bullet,5-7,94500.0,,,6,5.799593668176831,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,fixed_bullet,7-10,128000.0,,,6,8.328991273100614,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,fixed_bullet,10-15,16250.0,,,2,12.532659400831884,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,fixed_bullet,15-20,37000.0,,,3,18.007917568492516,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,fixed_bullet,20-30,83250.0,,,5,24.82588543368831,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,fixed_bullet,30+,10000.0,,,1,30.507871321013006,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,inflation_linked,3-5,9000.0,9494.369999999999,,1,3.2881587953456535,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,inflation_linked,5-7,13000.0,13937.949999999999,,1,6.288843258042436,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,inflation_linked,10-15,5000.0,5053.1,,1,10.288843258042437,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,other,0-1,2064.71463993,,,36,0.5145884556090308,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,other,1-2,1301.82115,,,29,1.452516401385582,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,other,2-3,1511.63179033,,,22,2.4391938305848884,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,other,3-5,4525.34624851,,,54,3.9942340793929585,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,other,5-7,1177.9164887900001,,,27,5.661820201210076,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2009-12-31,other,30+,2494.45151901,,,1,,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,bill,0-1,86000.0,,,18,0.3698008691084475,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,fixed_bullet,0-1,147250.0,,,8,0.46823291254565513,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,fixed_bullet,1-2,153735.9781121751,,,9,1.4478659823976494,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,fixed_bullet,2-3,79000.0,,,4,2.363319730720245,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,fixed_bullet,3-5,181000.0,,,9,3.8759798972171486,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,fixed_bullet,5-7,89500.0,,,6,5.7054057257790065,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,fixed_bullet,7-10,149000.0,,,7,8.433352167541768,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,fixed_bullet,10-15,16250.0,,,2,11.903332806823565,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,fixed_bullet,15-20,46250.0,,,4,17.409208798120503,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,fixed_bullet,20-30,90000.0,,,5,25.331568940603848,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,fixed_bullet,30+,4000.0,,,1,31.50718685831622,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,inflation_linked,2-3,11000.0,11816.310000000001,,1,2.2888432580424367,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,inflation_linked,5-7,15000.0,16375.95,,1,5.28952772073922,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,inflation_linked,7-10,12000.0,12348.96,,1,9.289527720739219,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,other,0-1,1632.46512658,,,49,0.46751161901397303,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,other,1-2,1580.38629378,,,42,1.4394906981791595,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,other,2-3,2309.3954103,,,26,2.476492814627372,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,other,3-5,3285.40761255,,,49,3.8923553043807586,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,other,5-7,725.76652953,,,26,5.70541575042912,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2010-12-31,other,30+,1974.67993993,,,1,,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,bill,0-1,58000.0,,,16,0.32552101772522357,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,fixed_bullet,0-1,159735.9781121751,,,9,0.4675928481500043,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,fixed_bullet,1-2,142000.0,,,8,1.4406879332118654,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,fixed_bullet,2-3,85000.0,,,4,2.3702057414341504,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,fixed_bullet,3-5,196500.0,,,12,3.8446461258192217,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,fixed_bullet,5-7,80000.0,,,4,5.772929500342232,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,fixed_bullet,7-10,162000.0,,,8,8.379766944676824,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,fixed_bullet,10-15,16250.0,,,2,11.272995314063074,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,fixed_bullet,15-20,63250.0,,,5,17.109175858216123,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,fixed_bullet,20-30,73000.0,,,4,25.571301322982006,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,fixed_bullet,30+,12000.0,,,1,30.50787132101301,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,inflation_linked,1-2,11000.0,12169.300000000001,,1,1.2895277207392197,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,inflation_linked,3-5,15000.0,16865.25,,1,4.290212183436003,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,inflation_linked,5-7,5000.0,5140.65,,1,6.288843258042436,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,inflation_linked,7-10,15000.0,15897.45,,1,8.290212183436003,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,other,0-1,1863.4127733,,,62,0.45004392815841354,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,other,1-2,2598.96391379,,,47,1.487355529913132,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,other,2-3,2132.38143015,,,28,2.546215636819987,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,other,3-5,1694.7436785,,,37,3.9088489843127765,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,other,5-7,621.75369248,,,38,5.64962544387794,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2011-12-31,other,30+,2153.7386983200004,,,1,,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,bill,0-1,56000.0,,,17,0.379876796714579,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,fixed_bullet,0-1,146000.0,,,8,0.4526454952040731,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,fixed_bullet,1-2,139000.0,,,8,1.4315611166097924,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,fixed_bullet,2-3,96000.0,,,5,2.3230378736025554,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,fixed_bullet,3-5,189500.0,,,12,3.8053742060503613,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,fixed_bullet,5-7,89000.0,,,4,5.799783125302817,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,fixed_bullet,7-10,176000.0,,,9,8.393986061850539,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,fixed_bullet,10-15,21500.0,,,2,12.838323543924995,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,fixed_bullet,15-20,52000.0,,,4,16.453706628757963,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,fixed_bullet,20-30,88000.0,,,5,25.41070873001058,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,fixed_bullet,30+,8000.0,,,1,31.50718685831622,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,inflation_linked,0-1,11000.0,12466.96,,1,0.2874743326488706,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,inflation_linked,3-5,15000.0,17277.75,,1,3.2881587953456535,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,inflation_linked,5-7,7000.0,7372.96,,1,5.286789869952089,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,inflation_linked,7-10,15000.0,16286.25,,1,7.2881587953456535,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,inflation_linked,10-15,7000.0,7183.4,,1,10.286105407255304,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,other,0-1,2689.89777252,,,59,0.481906626747166,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,other,1-2,2135.87030074,,,40,1.5423987720605041,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,other,2-3,1076.6436349800001,,,21,2.5570319757096525,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,other,3-5,1050.20884139,,,40,3.9403908985014846,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,other,5-7,327.14245213,,,26,5.532570633720968,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2012-12-31,other,30+,1724.68454484,,,1,,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,bill,0-1,50000.0,,,16,0.3852703627652293,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,fixed_bullet,0-1,144000.0,,,8,0.45012928739828123,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,fixed_bullet,1-2,151000.0,,,9,1.4011087389114778,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,fixed_bullet,2-3,100500.0,,,7,2.3395684139194515,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,fixed_bullet,3-5,181000.0,,,10,3.8455761398572843,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,fixed_bullet,5-7,111000.0,,,6,5.893926780990436,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,fixed_bullet,7-10,170000.0,,,9,8.384152675443893,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,fixed_bullet,10-15,47250.0,,,4,13.140553871560032,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,fixed_bullet,15-20,26250.0,,,2,16.658127179687757,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,fixed_bullet,20-30,88000.0,,,5,24.411393192707365,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,fixed_bullet,30+,16000.0,,,1,30.507871321013006,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,inflation_linked,2-3,15000.0,17391.15,,1,2.2888432580424367,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,inflation_linked,3-5,11000.0,11662.09,,1,4.287474332648871,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,inflation_linked,5-7,15000.0,16393.05,,1,6.288843258042436,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,inflation_linked,7-10,13000.0,13428.089999999998,,1,9.286789869952088,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,other,0-1,2111.81589094,,,40,0.5438227723811221,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,other,1-2,1065.69045358,,,21,1.5575739947796743,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,other,2-3,570.66315796,,,16,2.5437209277579376,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,other,3-5,715.86341402,,,44,3.764928106962121,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,other,5-7,53.01579278,,,6,5.31448716265878,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2013-12-31,other,30+,1396.93003939,,,1,,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,bill,0-1,28000.0,,,14,0.3627652292950034,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,fixed_bullet,0-1,155000.0,,,9,0.4158000485747721,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,fixed_bullet,1-2,148500.0,,,11,1.4064533078906798,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,fixed_bullet,2-3,89000.0,,,5,2.333510216951603,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,fixed_bullet,3-5,188000.0,,,10,3.846491036451279,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,fixed_bullet,5-7,117000.0,,,7,5.842807584080685,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,fixed_bullet,7-10,180250.0,,,10,8.372928693416721,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,fixed_bullet,10-15,37000.0,,,3,13.0086020311893,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,fixed_bullet,15-20,46250.0,,,3,17.322973897922562,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,fixed_bullet,20-30,84000.0,,,5,25.50304748867377,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,fixed_bullet,30+,7000.0,,,1,31.62217659137577,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,inflation_linked,1-2,15000.0,17448.75,,1,1.2895277207392197,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,inflation_linked,3-5,15000.0,15955.500000000002,,1,3.2881587953456535,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,inflation_linked,5-7,15000.0,16447.35,,1,5.28952772073922,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,inflation_linked,7-10,16000.0,16581.76,,1,8.28747433264887,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,inflation_linked,15-20,4000.0,4045.44,,1,15.288158795345653,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,other,0-1,1055.93623751,,,21,0.5585456975598188,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,other,1-2,564.9603228,,,16,1.5442424599792108,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,other,2-3,453.74808102000003,,,24,2.4292521844142185,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,other,3-5,300.46105271,,,26,3.5282162863291666,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2014-12-31,other,30+,1186.74625439,,,1,,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,bill,0-1,18500.0,,,11,0.2495144014651202,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,fixed_bullet,0-1,153500.0,,,11,0.42517841735280154,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,fixed_bullet,1-2,137000.0,,,9,1.4033383793721927,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,fixed_bullet,2-3,92000.0,,,5,2.3429753295836675,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,fixed_bullet,3-5,198000.0,,,11,3.902225540829237,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,fixed_bullet,5-7,116000.0,,,6,5.925818404965895,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,fixed_bullet,7-10,164250.0,,,9,8.30287213882612,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,fixed_bullet,10-15,46250.0,,,4,12.409893260817284,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,fixed_bullet,15-20,37000.0,,,2,16.90149286863866,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,fixed_bullet,20-30,84000.0,,,5,24.503731951370554,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,fixed_bullet,30+,13000.0,,,1,30.622861054072555,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,inflation_linked,0-1,15000.0,17455.05,,1,0.29021218343600275,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,inflation_linked,2-3,15000.0,15961.199999999999,,1,2.2888432580424367,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,inflation_linked,3-5,16000.0,17550.239999999998,,1,4.290212183436003,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,inflation_linked,7-10,16000.0,16587.68,,1,7.2881587953456535,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,inflation_linked,10-15,12000.0,12127.24,,2,12.62217659137577,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,inflation_linked,30+,3000.0,3049.86,,1,30.288843258042437,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,other,0-1,560.11580569,,,16,0.5446932855073324,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,other,1-2,449.65950823,,,24,1.4295433422855983,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,other,2-3,244.95634014,,,20,2.366695318795561,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,other,3-5,50.27864021,,,6,3.3141055567624367,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2015-12-31,other,30+,1069.95724698,,,1,,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,bill,0-1,23500.0,,,13,0.28986267056956033,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,fixed_bullet,0-1,142000.0,,,9,0.42079995372646556,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,fixed_bullet,1-2,140000.0,,,9,1.408096215899091,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,fixed_bullet,2-3,96000.0,,,5,2.3283139402235915,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,fixed_bullet,3-5,196000.0,,,11,3.9167190490159105,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,fixed_bullet,5-7,116000.0,,,6,5.849465411031651,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,fixed_bullet,7-10,161250.0,,,8,8.26606815975041,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,fixed_bullet,10-15,63250.0,,,5,12.107122470125773,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,fixed_bullet,15-20,20000.0,,,1,17.505817932922657,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,fixed_bullet,20-30,106000.0,,,6,24.711867033435357,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,inflation_linked,1-2,15000.0,16036.65,,1,1.2867898699520877,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,inflation_linked,3-5,16000.0,17633.120000000003,,1,3.2881587953456535,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,inflation_linked,5-7,16000.0,16665.92,,1,6.286105407255304,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,inflation_linked,7-10,8500.0,8617.385,,1,9.286789869952088,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,inflation_linked,10-15,8000.0,8132.0,,1,13.286789869952088,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,inflation_linked,20-30,5000.0,5107.1,,1,29.286789869952084,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,other,0-1,445.0204432,,,24,0.42719650601103343,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,other,1-2,242.27059908,,,20,1.3647590162702385,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,other,2-3,49.528991469999994,,,6,2.311972270815191,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2016-12-31,other,30+,1010.10234981,,,1,,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2017-12-31,bill,0-1,10000.0,,,5,0.19986310746064337,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2017-12-31,fixed_bullet,0-1,145000.0,,,9,0.4275390025726356,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2017-12-31,fixed_bullet,1-2,143000.0,,,9,1.3969931505865798,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2017-12-31,fixed_bullet,2-3,102000.0,,,6,2.439076109567715,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2017-12-31,fixed_bullet,3-5,191000.0,,,10,3.94468394666208,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2017-12-31,fixed_bullet,5-7,118250.0,,,7,5.884139132599091,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2017-12-31,fixed_bullet,7-10,159250.0,,,7,8.48195629539132,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2017-12-31,fixed_bullet,10-15,52000.0,,,4,11.454391091454747,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2017-12-31,fixed_bullet,15-20,43000.0,,,2,17.846457507600718,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2017-12-31,fixed_bullet,20-30,90000.0,,,5,25.225249068370218,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2017-12-31,fixed_bullet,30+,4000.0,,,1,30.622861054072555,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2017-12-31,inflation_linked,0-1,15000.0,16250.7,,1,0.2874743326488706,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2017-12-31,inflation_linked,2-3,16000.0,17868.480000000003,,1,2.2888432580424367,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2017-12-31,inflation_linked,5-7,16000.0,16888.48,,1,5.286789869952089,20260910T000226Z,ggfiscal.debt.maturity,,A,
DEU,2017-12-31,inflation_linked,7-10,12000.0,12328.08,,1,8.28747433264887,20260910T000226Z,ggfiscal.debt.maturity,,A,
